complaint,category,cleaned_complaint,no_stopwords,stemmed_complaint,numbered_category
di desa tawangsari mereka nemuin jalan gelap dan potensi energu dari air kolaborasi sama sharing for caring bikin solusi yang inovatif dan bikin warga lebih aman lets gooo,fasilitas umum,di desa tawangsari mereka nemuin jalan gelap dan potensi energu dari air kolaborasi sama sharing for caring bikin solusi yang inovatif dan bikin warga lebih aman lets gooo,"['desa', 'tawangsari', 'nemuin', 'jalan', 'gelap', 'potensi', 'energu', 'air', 'kolaborasi', 'sharing', 'for', 'caring', 'bikin', 'solusi', 'inovatif', 'bikin', 'warga', 'aman', 'lets', 'gooo']",desa tawangsari nemuin jalan gelap potensi energu air kolaborasi sharing for caring bikin solusi inovatif bikin warga aman lets gooo,1
lagian juga kan ada jalan yang lebih layak malah memilih jalan air yang becek,fasilitas umum,lagian juga kan ada jalan yang lebih layak malah memilih jalan air yang becek,"['jalan', 'layak', 'memilih', 'jalan', 'air', 'becek']",jalan layak pilih jalan air becek,1
ni pelancong leh dtg kelantan waktu banjir dpt tgk lebai randuk air banjir sambil angkat jubah nampak kerandut,polusi,ni pelancong leh dtg kelantan waktu banjir dpt tgk lebai randuk air banjir sambil angkat jubah nampak kerandut,"['ni', 'pelancong', 'leh', 'dtg', 'kelantan', 'banjir', 'dpt', 'tgk', 'lebai', 'randuk', 'air', 'banjir', 'angkat', 'jubah', 'nampak', 'kerandut']",ni lancong leh dtg lantan banjir dpt tgk lebai randuk air banjir angkat jubah nampak kerandut,3
kedua ada poliuria atau sering buang air kecil kadar gula darah tinggi yang dialami penderita diabetes membuat ginjal bekerja lebih keras untuk mengeluarkannya melalui urine kondisi ini menyebabkan frekuensi buang air kecil meningkat,lingkungan,kedua ada poliuria atau sering buang air kecil kadar gula darah tinggi yang dialami penderita diabetes membuat ginjal bekerja lebih keras untuk mengeluarkannya melalui urine kondisi ini menyebabkan frekuensi buang air kecil meningkat,"['poliuria', 'buang', 'air', 'kadar', 'gula', 'darah', 'dialami', 'penderita', 'diabetes', 'ginjal', 'keras', 'mengeluarkannya', 'urine', 'kondisi', 'menyebabkan', 'frekuensi', 'buang', 'air', 'meningkat']",poliuria buang air kadar gula darah alami derita diabetes ginjal keras keluar urine kondisi sebab frekuensi buang air tingkat,0
listrik mati terus jalan berlubang perumahan mati air jalan bnyk air,fasilitas umum,listrik mati terus jalan berlubang perumahan mati air jalan bnyk air,"['listrik', 'mati', 'jalan', 'berlubang', 'perumahan', 'mati', 'air', 'jalan', 'bnyk', 'air']",listrik mati jalan lubang rumah mati air jalan bnyk air,1
nanti aku kasi air dulu kak biar gak kering wkwkwk,polusi,nanti aku kasi air dulu kak biar gak kering wkwkwk,"['kasi', 'air', 'kak', 'biar', 'gak', 'kering', 'wkwkwk']",kasi air kak biar gak kering wkwkwk,3
toaster malah parah atasnya gosong bawahnya masih adonan air friyer masih enak gak gosong,polusi,toaster malah parah atasnya gosong bawahnya masih adonan air friyer masih enak gak gosong,"['toaster', 'parah', 'atasnya', 'gosong', 'bawahnya', 'adonan', 'air', 'friyer', 'enak', 'gak', 'gosong']",toaster parah atas gosong bawah adon air friyer enak gak gosong,3
setuju effort menangani kekurangan air lebih susah drpd kelebihan air makanya aku ga pernah benci sama hujan apapun konteksnya aku selalu bersyukur kalo hujan turun,polusi,setuju effort menangani kekurangan air lebih susah drpd kelebihan air makanya aku ga pernah benci sama hujan apapun konteksnya aku selalu bersyukur kalo hujan turun,"['setuju', 'effort', 'menangani', 'kekurangan', 'air', 'susah', 'drpd', 'kelebihan', 'air', 'ga', 'benci', 'hujan', 'apapun', 'konteksnya', 'bersyukur', 'kalo', 'hujan', 'turun']",tuju effort tangan kurang air susah drpd lebih air ga benci hujan apa konteks syukur kalo hujan turun,3
real jadi kayak sunyi enak sih tapi gak suka hujan gak suka air,polusi,real jadi kayak sunyi enak sih tapi gak suka hujan gak suka air,"['real', 'kayak', 'sunyi', 'enak', 'sih', 'gak', 'suka', 'hujan', 'gak', 'suka', 'air']",real kayak sunyi enak sih gak suka hujan gak suka air,3
sekarang kita harus mulai lebih sadar soal hal ini jangan anggap sepele penggunaan galon isi ulang yang mengandung bpa demi kesehatan kita dan keluarga mari kita lebih cermat memilih air minum yang aman dari bpa,polusi,sekarang kita harus mulai lebih sadar soal hal ini jangan anggap sepele penggunaan galon isi ulang yang mengandung bpa demi kesehatan kita dan keluarga mari kita lebih cermat memilih air minum yang aman dari bpa,"['sadar', 'anggap', 'sepele', 'penggunaan', 'galon', 'isi', 'ulang', 'mengandung', 'bpa', 'kesehatan', 'keluarga', 'mari', 'cermat', 'memilih', 'air', 'minum', 'aman', 'bpa']",sadar anggap sepele guna galon isi ulang kandung bpa sehat keluarga mari cermat pilih air minum aman bpa,3
sekali masuk sih bisa tapi jujur pakai mobil kecil kayak air ev dibandingkan mobil ukuran normal dalam kasus gw hrv dan veloz entah kenapa lebih susah buat ngelurusin dalam parking bay,lingkungan,sekali masuk sih bisa tapi jujur pakai mobil kecil kayak air ev dibandingkan mobil ukuran normal dalam kasus gw hrv dan veloz entah kenapa lebih susah buat ngelurusin dalam parking bay,"['masuk', 'sih', 'jujur', 'pakai', 'mobil', 'kayak', 'air', 'ev', 'dibandingkan', 'mobil', 'ukuran', 'normal', 'gw', 'hrv', 'veloz', 'susah', 'ngelurusin', 'parking', 'bay']",masuk sih jujur pakai mobil kayak air ev banding mobil ukur normal gw hrv veloz susah ngelurusin parking bay,0
air panas masih mendidih baru angkat itu lgsg dituang ke adonan keringnya,polusi,air panas masih mendidih baru angkat itu lgsg dituang ke adonan keringnya,"['air', 'panas', 'mendidih', 'angkat', 'lgsg', 'dituang', 'adonan', 'keringnya']",air panas didih angkat lgsg tuang adon kering,3
kebocoran pipa pdam di paccerakkang berdampak pada pasokan air di beberapa wilayah bnetwork,polusi,kebocoran pipa pdam di paccerakkang berdampak pada pasokan air di beberapa wilayah bnetwork,"['kebocoran', 'pipa', 'pdam', 'paccerakkang', 'berdampak', 'pasokan', 'air', 'wilayah', 'bnetwork']",bocor pipa pdam paccerakkang dampak pasok air wilayah bnetwork,3
jeju air ini murah sih dari batam ke seoul bisa jadi pilihan buat kawankawan liburan lintas negara,polusi,jeju air ini murah sih dari batam ke seoul bisa jadi pilihan buat kawankawan liburan lintas negara,"['jeju', 'air', 'murah', 'sih', 'batam', 'seoul', 'pilihan', 'kawankawan', 'liburan', 'lintas', 'negara']",jeju air murah sih batam seoul pilih kawankawan libur lintas negara,3
teringat moment curah air panas kat celah pintu sbb tk boleh bukamaklumla tk penah merasa musim sejuk,polusi,teringat moment curah air panas kat celah pintu sbb tk boleh bukamaklumla tk penah merasa musim sejuk,"['moment', 'curah', 'air', 'panas', 'kat', 'celah', 'pintu', 'sbb', 'tk', 'bukamaklumla', 'tk', 'penah', 'musim', 'sejuk']",moment curah air panas kat celah pintu sbb tk bukamaklumla tk penah musim sejuk,3
kita adalah generasi yang menimba air dari sumur lalu berganti dengan pompa dragon lalu jet pump dan sekarang tinggal puter keran air pdam,polusi,kita adalah generasi yang menimba air dari sumur lalu berganti dengan pompa dragon lalu jet pump dan sekarang tinggal puter keran air pdam,"['generasi', 'menimba', 'air', 'sumur', 'berganti', 'pompa', 'dragon', 'jet', 'pump', 'tinggal', 'puter', 'keran', 'air', 'pdam']",generasi timba air sumur ganti pompa dragon jet pump tinggal puter keran air pdam,3
mau air purifier karena udara di jabodetabek penuh polusi,polusi,mau air purifier karena udara di jabodetabek penuh polusi,"['air', 'purifier', 'udara', 'jabodetabek', 'penuh', 'polusi']",air purifier udara jabodetabek penuh polusi,3
gue pernah susah pernah hidup kebanjiran hrs ngungsi pas ngontrak tp benci hujan juga salah alam ttp butuh hujan butuh keseimbangan kl panas terus ya perubahan iklim kemarau panjang kekurangan air bersih di islam tdk blh benci hujan lbh baik berdoa spy hujannya bermanfaat,lingkungan,gue pernah susah pernah hidup kebanjiran hrs ngungsi pas ngontrak tp benci hujan juga salah alam ttp butuh hujan butuh keseimbangan kl panas terus ya perubahan iklim kemarau panjang kekurangan air bersih di islam tdk blh benci hujan lbh baik berdoa spy hujannya bermanfaat,"['gue', 'susah', 'hidup', 'kebanjiran', 'hrs', 'ngungsi', 'pas', 'ngontrak', 'tp', 'benci', 'hujan', 'salah', 'alam', 'ttp', 'butuh', 'hujan', 'butuh', 'keseimbangan', 'kl', 'panas', 'ya', 'perubahan', 'iklim', 'kemarau', 'kekurangan', 'air', 'bersih', 'islam', 'tdk', 'blh', 'benci', 'hujan', 'lbh', 'berdoa', 'spy', 'hujannya', 'bermanfaat']",gue susah hidup banjir hrs ngungsi pas ngontrak tp benci hujan salah alam ttp butuh hujan butuh imbang kl panas ya ubah iklim kemarau kurang air bersih islam tdk blh benci hujan lbh doa spy hujan manfaat,0
kamu ga nyambung ketersediaan air bersih di lingkunganmu itu murni political will nevada daerah terkering di us jarang hujan tapi warganya hampir ga pernah kekurangan air bersih teknologi bendungan udah ada di dunia sejak ribuan tahun lalu loh,lingkungan,kamu ga nyambung ketersediaan air bersih di lingkunganmu itu murni political will nevada daerah terkering di us jarang hujan tapi warganya hampir ga pernah kekurangan air bersih teknologi bendungan udah ada di dunia sejak ribuan tahun lalu loh,"['ga', 'nyambung', 'ketersediaan', 'air', 'bersih', 'lingkunganmu', 'murni', 'political', 'will', 'nevada', 'daerah', 'terkering', 'us', 'jarang', 'hujan', 'warganya', 'ga', 'kekurangan', 'air', 'bersih', 'teknologi', 'bendungan', 'udah', 'dunia', 'ribuan', 'loh']",ga nyambung sedia air bersih lingkung murni political will nevada daerah kering us jarang hujan warga ga kurang air bersih teknologi bendung udah dunia ribu loh,0
waktu kemarau panjang air sumur w kering banget buat nyuci sama mandi aja susah banget pas numpang ke tetangga kita bayar juga padahal eh di omongin yang enggak enggak anjr,polusi,waktu kemarau panjang air sumur w kering banget buat nyuci sama mandi aja susah banget pas numpang ke tetangga kita bayar juga padahal eh di omongin yang enggak enggak anjr,"['kemarau', 'air', 'sumur', 'w', 'kering', 'banget', 'nyuci', 'mandi', 'aja', 'susah', 'banget', 'pas', 'numpang', 'tetangga', 'bayar', 'eh', 'omongin', 'anjr']",kemarau air sumur w kering banget nyuci mandi aja susah banget pas numpang tetangga bayar eh omongin anjr,3
upaya normalisasi kali wiso juga telah dilakukan namun terbatas di bagian muara karena keterbatasan akses di wilayah padat penduduk selain itu kondisi sungai yang digunakan sebagai tempat parkir perahu menambah hambatan aliran air dan menyebabkan sedimentasi,polusi,upaya normalisasi kali wiso juga telah dilakukan namun terbatas di bagian muara karena keterbatasan akses di wilayah padat penduduk selain itu kondisi sungai yang digunakan sebagai tempat parkir perahu menambah hambatan aliran air dan menyebabkan sedimentasi,"['upaya', 'normalisasi', 'kali', 'wiso', 'terbatas', 'muara', 'keterbatasan', 'akses', 'wilayah', 'padat', 'penduduk', 'kondisi', 'sungai', 'parkir', 'perahu', 'menambah', 'hambatan', 'aliran', 'air', 'menyebabkan', 'sedimentasi']",upaya normalisasi kali wiso batas muara batas akses wilayah padat duduk kondisi sungai parkir perahu tambah hambat alir air sebab sedimentasi,3
di kawasan pesisir tantangan terbesar adalah pengaruh pasang surut air laut yang memperlambat surutnya air hujan meskipun demikian ary menegaskan bahwa genangan air yang terjadi dalam dua tahun terakhir hanya terbatas di jalan raya dan belum mencapai permukiman,fasilitas umum,di kawasan pesisir tantangan terbesar adalah pengaruh pasang surut air laut yang memperlambat surutnya air hujan meskipun demikian ary menegaskan bahwa genangan air yang terjadi dalam dua tahun terakhir hanya terbatas di jalan raya dan belum mencapai permukiman,"['kawasan', 'pesisir', 'tantangan', 'terbesar', 'pengaruh', 'pasang', 'surut', 'air', 'laut', 'memperlambat', 'surutnya', 'air', 'hujan', 'ary', 'genangan', 'air', 'terbatas', 'jalan', 'raya', 'mencapai', 'permukiman']",kawasan pesisir tantang besar pengaruh pasang surut air laut lambat surut air hujan ary genang air batas jalan raya capai mukim,1
setujuuu lebih baik ada hujan gitu daripada kemarau udah panas sulit air di manamana plus udara kerasa banget kotornya padahal aku tinggal di tempat yang pohonnya masih banyak,polusi,setujuuu lebih baik ada hujan gitu daripada kemarau udah panas sulit air di manamana plus udara kerasa banget kotornya padahal aku tinggal di tempat yang pohonnya masih banyak,"['setujuuu', 'hujan', 'gitu', 'kemarau', 'udah', 'panas', 'sulit', 'air', 'manamana', 'plus', 'udara', 'kerasa', 'banget', 'kotornya', 'tinggal', 'pohonnya']",setujuuu hujan gitu kemarau udah panas sulit air manamana plus udara rasa banget kotor tinggal pohon,3
dan sepanjang sejarah indonesia perilaku kaum komunis senantiasa mendatangkan permasalahan dan merusak tatanan kehidupan masyarakat yang tengah terseok berusaha bangkit dari keterpurukan akibat penjajahan belanda dan jepang,lainnya,dan sepanjang sejarah indonesia perilaku kaum komunis senantiasa mendatangkan permasalahan dan merusak tatanan kehidupan masyarakat yang tengah terseok berusaha bangkit dari keterpurukan akibat penjajahan belanda dan jepang,"['sejarah', 'indonesia', 'perilaku', 'kaum', 'komunis', 'senantiasa', 'permasalahan', 'merusak', 'tatanan', 'kehidupan', 'masyarakat', 'terseok', 'berusaha', 'bangkit', 'keterpurukan', 'akibat', 'penjajahan', 'belanda', 'jepang']",sejarah indonesia perilaku kaum komunis senantiasa masalah rusak tatanan hidup masyarakat seok usaha bangkit puruk akibat jajah belanda jepang,4
janganjangan nanti tambah sumpek tambah kagak genagena makin macet dan banjir juga makin kehilangan sejarah budaya nya keaslian sumatera utara yang dapat kan kerugian negara salah satu lampu pocong dan kantor pos juga air mancur yang depan kantor pos,fasilitas umum,janganjangan nanti tambah sumpek tambah kagak genagena makin macet dan banjir juga makin kehilangan sejarah budaya nya keaslian sumatera utara yang dapat kan kerugian negara salah satu lampu pocong dan kantor pos juga air mancur yang depan kantor pos,"['janganjangan', 'sumpek', 'kagak', 'genagena', 'macet', 'banjir', 'kehilangan', 'sejarah', 'budaya', 'nya', 'keaslian', 'sumatera', 'utara', 'kerugian', 'negara', 'salah', 'lampu', 'pocong', 'kantor', 'pos', 'air', 'mancur', 'kantor', 'pos']",janganjangan sumpek kagak genagena macet banjir hilang sejarah budaya nya asli sumatera utara rugi negara salah lampu pocong kantor pos air mancur kantor pos,1
tvrinews yogyakarta sejumlah rumah di dusun jurangjero giripeni wates kabupaten kulonprogo terendam banjir senin sore kemarin hujan deras yang mengguyur wilayah kulonprogo sejak siang membuat saluran drainase tak mampu menampung debit air hujan hingga meluap dan,polusi,tvrinews yogyakarta sejumlah rumah di dusun jurangjero giripeni wates kabupaten kulonprogo terendam banjir senin sore kemarin hujan deras yang mengguyur wilayah kulonprogo sejak siang membuat saluran drainase tak mampu menampung debit air hujan hingga meluap dan,"['tvrinews', 'yogyakarta', 'rumah', 'dusun', 'jurangjero', 'giripeni', 'wates', 'kabupaten', 'kulonprogo', 'terendam', 'banjir', 'senin', 'sore', 'kemarin', 'hujan', 'deras', 'mengguyur', 'wilayah', 'kulonprogo', 'siang', 'saluran', 'drainase', 'menampung', 'debit', 'air', 'hujan', 'meluap']",tvrinews yogyakarta rumah dusun jurangjero giripeni wates kabupaten kulonprogo rendam banjir senin sore kemarin hujan deras guyur wilayah kulonprogo siang salur drainase tampung debit air hujan luap,3
proyek mercusuar adalah proyek pembangunan infrastruktur berskala besar namun tak menimbulkan dampak pertumbuhan ekonomi ke arah yang positif justru mendorong ekonomi indonesia terjun ke jurang inflasi dan berujung pada resesi ekonomi,lainnya,proyek mercusuar adalah proyek pembangunan infrastruktur berskala besar namun tak menimbulkan dampak pertumbuhan ekonomi ke arah yang positif justru mendorong ekonomi indonesia terjun ke jurang inflasi dan berujung pada resesi ekonomi,"['proyek', 'mercusuar', 'proyek', 'pembangunan', 'infrastruktur', 'berskala', 'menimbulkan', 'dampak', 'pertumbuhan', 'ekonomi', 'arah', 'positif', 'mendorong', 'ekonomi', 'indonesia', 'terjun', 'jurang', 'inflasi', 'berujung', 'resesi', 'ekonomi']",proyek mercusuar proyek bangun infrastruktur skala timbul dampak tumbuh ekonomi arah positif dorong ekonomi indonesia terjun jurang inflasi ujung resesi ekonomi,4
ambisi bung karno yang ingin menjadi tokoh dunia menghasilkan kebijakan penyelewengan anggaran yang luar biasa dana pampasan perang dari jepang yang seharusnya di diprioritaskan untuk memperkuat sektor keamanan dan ekonomi justru dipergunakan untuk membiayai proyek mercusuar,layanan,ambisi bung karno yang ingin menjadi tokoh dunia menghasilkan kebijakan penyelewengan anggaran yang luar biasa dana pampasan perang dari jepang yang seharusnya di diprioritaskan untuk memperkuat sektor keamanan dan ekonomi justru dipergunakan untuk membiayai proyek mercusuar,"['ambisi', 'karno', 'tokoh', 'dunia', 'menghasilkan', 'kebijakan', 'penyelewengan', 'anggaran', 'dana', 'pampasan', 'perang', 'jepang', 'diprioritaskan', 'memperkuat', 'sektor', 'keamanan', 'ekonomi', 'membiayai', 'proyek', 'mercusuar']",ambisi karno tokoh dunia hasil bijak seleweng anggar dana pampas perang jepang prioritas kuat sektor aman ekonomi biaya proyek mercusuar,5
